Date,AAPL,MSFT,XOM,BP
2015-05-20,29.096101760864258,41.1884651184082,55.70584487915039,22.980823516845703
2015-05-21,29.39364242553711,41.049964904785156,55.75700378417969,23.42864990234375
2015-05-22,29.65090560913086,40.59980773925781,55.31584167480469,23.21019744873047
2015-05-26,28.997676849365234,40.33144760131836,54.56781005859375,22.735076904296875
2015-05-27,29.539052963256836,41.21442413330078,54.41437530517578,22.822450637817383
2015-05-28,29.48089599609375,41.07592010498047,54.41437530517578,22.691389083862305
2015-05-29,29.145322799682617,40.5651741027832,54.471900939941406,22.64222526550293
2015-06-01,29.203489303588867,40.88546371459961,54.42716598510742,22.363706588745117
2015-06-02,29.073732376098633,40.61711883544922,54.43354797363281,22.66408348083496
2015-06-03,29.109525680541992,40.556522369384766,54.31208419799805,22.51662254333496
2015-06-04,28.93950843811035,40.1323356628418,53.8453483581543,22.183483123779297
2015-06-05,28.780668258666992,39.94190216064453,53.88371658325195,22.15072250366211
2015-06-08,28.590513229370117,39.58698272705078,54.248146057128906,22.134342193603516
2015-06-09,28.505508422851562,39.517723083496094,54.075504302978516,22.145261764526367
2015-06-10,28.832122802734375,40.3487663269043,54.478302001953125,22.543928146362305
2015-06-11,28.767250061035156,40.20158386230469,54.401573181152344,22.620386123657227
2015-06-12,28.44957160949707,39.794734954833984,53.717491149902344,22.281780242919922
2015-06-15,28.393644332885742,39.37056350708008,53.52570343017578,22.347322463989258
2015-06-16,28.545766830444336,39.67354965209961,54.13945388793945,22.341859817504883
2015-06-17,28.478660583496094,39.794734954833984,54.171417236328125,22.50570297241211
2015-06-18,28.60840606689453,40.44398880004883,54.65093994140625,22.533004760742188
2015-06-19,28.322063446044922,39.90726852416992,54.478302001953125,22.472932815551758
2015-06-22,28.54800796508789,40.019805908203125,54.452728271484375,22.675003051757812
2015-06-23,28.418251037597656,39.742801666259766,54.3888053894043,22.6859188079834
2015-06-24,28.65987205505371,39.509056091308594,54.13945388793945,22.844295501708984
2015-06-25,28.523391723632812,39.517723083496094,53.65995788574219,22.877063751220703
2015-06-26,28.355609893798828,39.180110931396484,53.61518478393555,22.582151412963867
2015-06-29,27.85897445678711,38.4096794128418,52.95029830932617,22.01419448852539
2015-06-30,28.060312271118164,38.2192268371582,53.1932258605957,21.82304573059082
2015-07-01,28.322063446044922,38.47893142700195,52.66257095336914,21.446224212646484
2015-07-02,28.286266326904297,38.435630798339844,53.154876708984375,22.549392700195312
2015-07-06,28.187829971313477,38.426963806152344,52.7648811340332,21.795734405517578
2015-07-07,28.11848258972168,38.34906768798828,52.982242584228516,21.68651008605957
2015-07-08,27.420495986938477,38.297122955322266,52.40682601928711,21.38068962097168
2015-07-09,26.861209869384766,38.539512634277344,52.17027282714844,21.369766235351562
2015-07-10,27.579330444335938,38.61742401123047,52.566673278808594,21.790283203125
2015-07-13,28.111772537231445,39.42250061035156,52.69454574584961,21.82304573059082
2015-07-14,28.1005802154541,39.49174880981445,53.13568878173828,22.025115966796875
2015-07-15,28.371274948120117,39.61294937133789,52.911922454833984,21.86673927307129
2015-07-16,28.749345779418945,40.39204025268555,53.00782775878906,21.593669891357422
2015-07-17,28.997676849365234,40.35741424560547,52.81600570678711,21.364303588867188
2015-07-20,29.545766830444336,40.61711883544922,52.27256774902344,21.162240982055664
2015-07-21,29.25046730041504,40.928768157958984,52.20863723754883,21.15131950378418
2015-07-22,28.013336181640625,39.42250061035156,52.29176330566406,20.703500747680664
2015-07-23,27.99991798400879,39.915931701660156,51.87618637084961,20.370361328125
2015-07-24,27.85226058959961,39.76877975463867,51.10897445678711,19.971698760986328
2015-07-27,27.465232849121094,39.258018493652344,50.67421340942383,19.68770980834961
2015-07-28,27.601701736450195,39.24936294555664,52.73289489746094,20.36490249633789
2015-07-29,27.514453887939453,40.071754455566406,53.154876708984375,20.41950798034668
2015-07-30,27.375749588012695,40.58250427246094,53.07176208496094,20.577884674072266
2015-07-31,27.136377334594727,40.42667770385742,50.64225769042969,20.19014549255371
2015-08-03,26.49655532836914,40.52190017700195,49.90702438354492,19.92254638671875
2015-08-04,25.646448135375977,41.153831481933594,49.33800506591797,19.955312728881836
2015-08-05,25.81647300720215,41.1884651184082,49.33800506591797,19.916439056396484
2015-08-06,25.872652053833008,40.35741424560547,49.92619323730469,19.922000885009766
2015-08-07,25.96029281616211,40.461307525634766,49.12062454223633,19.810949325561523
2015-08-10,26.90414047241211,40.972049713134766,50.34815216064453,20.144088745117188
2015-08-11,25.504098892211914,40.175628662109375,50.00613021850586,20.016387939453125
2015-08-12,25.89737319946289,40.461307525634766,50.84505844116211,20.232933044433594
2015-08-13,25.87714958190918,40.452632904052734,50.75471115112305,19.94420051574707
2015-08-14,26.059175491333008,40.68637466430664,50.56756591796875,19.860916137695312
2015-08-17,26.328847885131836,40.9633903503418,50.83214569091797,19.727657318115234
2015-08-18,26.180526733398438,41.189937591552734,50.27071762084961,19.57219123840332
2015-08-19,25.84568214416504,40.614837646484375,49.19302749633789,19.24460220336914
2015-08-20,25.31533432006836,39.78702163696289,48.12177276611328,19.089139938354492
2015-08-21,23.766977310180664,37.5301628112793,46.54719543457031,18.41729736328125
2015-08-24,23.173694610595703,36.31895065307617,44.346656799316406,17.317922592163086
2015-08-25,23.313032150268555,35.264591217041016,44.34019470214844,17.051408767700195
2015-08-26,24.650144577026367,37.21648025512695,46.785980224609375,17.267953872680664
2015-08-27,25.37601661682129,38.25341796875,48.3024787902832,18.339555740356445
2015-08-28,25.459156036376953,38.279541015625,48.4444580078125,18.467267990112305
2015-08-31,25.340049743652344,37.92229080200195,48.55416488647461,18.622732162475586
2015-09-01,24.207433700561523,36.440948486328125,46.514930725097656,17.84539794921875
2015-09-02,25.24566650390625,37.78287124633789,47.257057189941406,17.87871742248535
2015-09-03,24.802961349487305,37.90486526489258,47.61845016479492,17.99531364440918
2015-09-04,24.555763244628906,37.129337310791016,46.76015090942383,17.045854568481445
2015-09-08,25.23892593383789,38.244693756103516,47.431297302246094,17.440067291259766
2015-09-09,24.75351333618164,37.5301628112793,46.46331787109375,17.156906127929688
2015-09-10,25.297351837158203,37.721866607666016,46.798885345458984,17.329025268554688
2015-09-11,25.665904998779297,37.88743209838867,46.90858840942383,17.217973709106445
2015-09-14,25.91310691833496,37.504032135009766,46.779510498046875,17.034753799438477
2015-09-15,26.1310977935791,38.323116302490234,47.0182991027832,17.27350425720215
2015-09-16,26.160306930541992,38.601951599121094,47.94755172729492,17.839847564697266
2015-09-17,25.600736618041992,38.55839920043945,48.05078125,17.828744888305664
2015-09-18,25.495119094848633,37.88743209838867,46.90212631225586,17.26239776611328
2015-09-21,25.8906307220459,38.4364013671875,47.360328674316406,17.245742797851562
2015-09-22,25.483877182006836,38.25341796875,46.94083786010742,16.87372398376465
2015-09-23,25.69062614440918,38.227264404296875,46.65691375732422,16.612768173217773
2015-09-24,25.84343719482422,38.26211929321289,46.93440628051758,16.746021270751953
2015-09-25,25.77827262878418,38.28826141357422,47.257057189941406,16.895936965942383
2015-09-28,25.268146514892578,37.721866607666016,46.85050964355469,16.312936782836914
2015-09-29,24.50857162475586,37.85257339477539,47.08928298950195,16.451745986938477
2015-09-30,24.7872314453125,38.567100524902344,47.97981643676758,16.968120574951172
2015-10-01,24.62543296813965,38.8720817565918,47.79268264770508,17.190214157104492
2015-10-02,24.805204391479492,39.708595275878906,48.96717071533203,18.05638885498047
2015-10-05,24.89509391784668,40.632266998291016,49.56732177734375,18.594968795776367
2015-10-06,25.014204025268555,40.73682403564453,50.2642707824707,19.050264358520508
2015-10-07,24.89509391784668,40.7803955078125,51.109642028808594,19.82760238647461
2015-10-08,24.607454299926758,41.34679412841797,51.6452522277832,19.966415405273438
2015-10-09,25.19622802734375,41.05052185058594,51.14836502075195,19.966415405273438
2015-10-12,25.07937240600586,40.95467758178711,51.17417526245117,19.638816833496094
2015-10-13,25.1220703125,40.858821868896484,51.08384323120117,19.283470153808594
2015-10-14,24.767004013061523,40.67583084106445,51.729148864746094,19.611064910888672
2015-10-15,25.137807846069336,40.96337890625,52.58097839355469,19.810949325561523
2015-10-16,24.953527450561523,41.399078369140625,53.22629928588867,19.910890579223633
2015-10-19,25.108591079711914,41.49491882324219,52.264766693115234,19.400074005126953
2015-10-20,25.56702995300293,41.625640869140625,52.161537170410156,19.416728973388672
2015-10-21,25.56477928161621,41.12895202636719,51.76140213012695,19.51111602783203
2015-10-22,25.95580291748047,41.852195739746094,53.49088668823242,19.94420051574707
2015-10-23,26.760318756103516,46.06964874267578,53.54897689819336,19.833158493041992
2015-10-26,25.906356811523438,47.27214813232422,52.4132080078125,19.461151123046875
2015-10-27,25.742311477661133,46.7841796875,52.32929229736328,19.33344268798828
2015-10-28,26.803010940551758,47.03687286376953,53.09724426269531,19.84426498413086
2015-10-29,27.0861759185791,46.496612548828125,53.06496810913086,19.82760238647461
2015-10-30,26.854707717895508,45.86923599243164,53.394073486328125,19.82205581665039
2015-11-02,27.232242584228516,46.392066955566406,55.03321075439453,20.144088745117188
2015-11-03,27.544612884521484,47.18500518798828,56.04636764526367,20.67156410217285
2015-11-04,27.416519165039062,47.40285110473633,55.48492431640625,20.519201278686523
2015-11-05,27.290132522583008,47.38542556762695,54.72989273071289,20.062088012695312
2015-11-06,27.32172966003418,47.85596466064453,54.510498046875,19.825069427490234
2015-11-09,27.21114158630371,47.193729400634766,53.345306396484375,19.683982849121094
2015-11-10,26.353525161743164,46.62733459472656,53.605674743652344,19.621904373168945
2015-11-11,26.204578399658203,46.749324798583984,53.13050079345703,19.407459259033203
2015-11-12,26.11656379699707,46.46177291870117,51.69190216064453,18.90519905090332
2015-11-13,25.353734970092773,46.04351043701172,50.83915328979492,18.837480545043945
2015-11-16,25.76900863647461,46.85387420654297,52.661808013916016,19.458248138427734
2015-11-17,25.658411026000977,46.4679069519043,52.04991912841797,19.28895378112793
2015-11-18,26.470884323120117,47.23987579345703,52.55766296386719,19.808137893676758
2015-11-19,26.807161331176758,47.3188362121582,52.271244049072266,19.892784118652344
2015-11-20,26.924522399902344,47.53813552856445,51.93926239013672,19.430030822753906
2015-11-23,26.57470703125,47.53813552856445,52.25821304321289,19.424388885498047
2015-11-24,26.829734802246094,47.59077453613281,53.29974365234375,19.746063232421875
2015-11-25,26.63789176940918,47.09952163696289,52.88962936401367,19.746063232421875
2015-11-27,26.58824348449707,47.31005859375,52.876617431640625,19.65576934814453
2015-11-30,26.69882583618164,47.67850875854492,53.156532287597656,19.525970458984375
2015-12-01,26.48217010498047,48.44171142578125,53.306243896484375,19.621904373168945
2015-12-02,26.24294090270996,48.43293762207031,51.78303909301758,19.085790634155273
2015-12-03,25.99920082092285,47.54692459106445,51.04093933105469,18.76976776123047
2015-12-04,26.86357879638672,49.04701232910156,51.3338508605957,18.436805725097656
2015-12-07,26.694324493408203,48.95928955078125,49.99291229248047,17.641090393066406
2015-12-08,26.683032989501953,48.941741943359375,48.58034896850586,17.6467342376709
2015-12-09,26.093990325927734,48.231178283691406,49.23128890991211,17.951480865478516
2015-12-10,26.21811866760254,48.48556900024414,49.27035903930664,17.945829391479492
2015-12-11,25.543315887451172,47.42410659790039,48.391571044921875,17.375856399536133
2015-12-14,25.385330200195312,48.371524810791016,49.49168395996094,17.05418586730957
2015-12-15,24.93620491027832,48.42416000366211,51.70491409301758,17.353281021118164
2015-12-16,25.128055572509766,49.24000549316406,51.522647857666016,17.42099952697754
2015-12-17,24.595426559448242,48.862789154052734,50.74802780151367,17.127552032470703
2015-12-18,23.92964744567871,47.48550033569336,50.305355072021484,17.014680862426758
2015-12-21,24.223045349121094,48.099586486816406,50.29236602783203,17.003393173217773
2015-12-22,24.200468063354492,48.55575180053711,50.54623031616211,17.375856399536133
2015-12-23,24.511920928955078,48.96805953979492,52.199642181396484,18.256214141845703
2015-12-24,24.381019592285156,48.83648681640625,51.63981246948242,18.12641716003418
2015-12-28,24.107942581176758,49.082096099853516,51.255760192871094,17.89504623413086
2015-12-29,24.541259765625,49.60846710205078,51.5291633605957,17.985332489013672
2015-12-30,24.220781326293945,49.397918701171875,50.84566116333008,17.66930389404297
2015-12-31,23.75586700439453,48.66979217529297,50.74150085449219,17.641090393066406
2016-01-04,23.776174545288086,48.07326126098633,50.42253112792969,17.528217315673828
2016-01-05,23.180362701416016,48.29258728027344,50.8521728515625,17.454866409301758
2016-01-06,22.72673225402832,47.41532516479492,50.42905044555664,17.09933090209961
2016-01-07,21.767560958862305,45.766109466552734,49.621864318847656,16.60835838317871
2016-01-08,21.882659912109375,45.90645980834961,48.61941146850586,16.314908981323242
2016-01-11,22.236988067626953,45.88014221191406,47.968448638916016,16.275400161743164
2016-01-12,22.559724807739258,46.30122375488281,48.95138168334961,16.16817855834961
2016-01-13,21.979705810546875,45.3011589050293,49.24432373046875,16.23589515686035
2016-01-14,22.460416793823242,46.590721130371094,51.50310516357422,17.3984317779541
2016-01-15,21.921030044555664,44.730960845947266,50.50065612792969,16.45599365234375
2016-01-19,21.814956665039062,44.35374069213867,49.73252487182617,16.320552825927734
2016-01-20,21.844287872314453,44.55550003051758,47.63646697998047,16.060958862304688
2016-01-21,21.733705520629883,44.283546447753906,48.23535919189453,16.62529182434082
2016-01-22,22.889232635498047,45.87137222290039,49.84318923950195,17.127552032470703
2016-01-25,22.442367553710938,45.4327507019043,48.15724563598633,16.630931854248047
2016-01-26,22.566499710083008,45.766109466552734,49.92782211303711,17.347637176513672
2016-01-27,21.083724975585938,44.93272018432617,49.00998306274414,17.313785552978516
2016-01-28,21.234935760498047,45.669620513916016,50.116600036621094,17.996627807617188
2016-01-29,21.96842384338379,48.327659606933594,50.6764030456543,18.26750373840332
2016-02-01,21.763050079345703,47.99430847167969,49.66093826293945,17.889400482177734
2016-02-02,21.322956085205078,46.49421691894531,48.5543212890625,16.376985549926758
2016-02-03,21.7449893951416,45.75732421875,51.08649444580078,16.738155364990234
2016-02-04,21.919708251953125,45.616966247558594,51.96530532836914,17.274272918701172
2016-02-05,21.334278106689453,44.00282287597656,52.12800979614258,17.18962287902832
2016-02-08,21.558931350708008,43.34489440917969,52.83104705810547,16.884883880615234
2016-02-09,21.55438232421875,43.23085021972656,52.60114669799805,16.337482452392578
2016-02-10,21.391014099121094,43.608070373535156,52.12163162231445,16.158836364746094
2016-02-11,21.26166534423828,43.590511322021484,52.285865783691406,15.928318977355957
2016-02-12,21.327470779418945,44.30109405517578,53.22515869140625,16.723588943481445
2016-02-16,21.928787231445312,45.140472412109375,53.3499755859375,16.74663734436035
2016-02-17,22.26462173461914,46.315574645996094,53.86231231689453,17.2595272064209
2016-02-18,21.84256362915039,46.11236572265625,54.15791702270508,17.161558151245117
2016-02-19,21.792634963989258,45.78544616699219,54.19073486328125,17.144268035888672
2016-02-22,21.983247756958008,46.518795013427734,54.11849594116211,17.461219787597656
2016-02-23,21.48631477355957,45.21998596191406,53.35654830932617,16.712059020996094
2016-02-24,21.806251525878906,45.37902069091797,53.54701614379883,16.446969985961914
2016-02-25,21.956018447875977,46.0328483581543,53.8688850402832,16.51612091064453
2016-02-26,21.99005699157715,45.326011657714844,53.698089599609375,16.712059020996094
2016-02-29,21.94013214111328,44.954925537109375,52.64712905883789,16.763927459716797
2016-03-01,22.811479568481445,46.45695495605469,53.389366149902344,17.075117111206055
2016-03-02,22.86139678955078,46.783870697021484,54.32210159301758,17.40935516357422
2016-03-03,23.031578063964844,46.25373077392578,54.12504959106445,17.789697647094727
2016-03-04,23.374225616455078,45.97100067138672,54.05280303955078,17.95105743408203
2016-03-07,23.11554527282715,45.08745193481445,55.47816848754883,18.15275764465332
2016-03-08,22.9249324798584,45.63524627685547,54.27614212036133,17.328678131103516
2016-03-09,22.945363998413086,46.686668395996094,54.12504959106445,17.461219787597656
2016-03-10,22.956703186035156,45.988677978515625,53.980552673339844,17.190370559692383
2016-03-11,23.204038619995117,46.8898811340332,53.98712158203125,17.60529327392578
2016-03-14,23.263031005859375,46.978240966796875,54.13164138793945,17.2595272064209
2016-03-15,23.7304744720459,47.34931945800781,54.40092849731445,17.08087730407715
2016-03-16,24.04587745666504,48.02082443237305,54.43378829956055,17.582237243652344
2016-03-17,24.007305145263672,48.29471969604492,55.24172592163086,18.175806045532227
2016-03-18,24.034530639648438,47.260986328125,55.307403564453125,18.05478858947754
2016-03-21,24.03226089477539,47.587894439697266,54.926429748535156,17.933767318725586
2016-03-22,24.216066360473633,47.7734260559082,55.25484848022461,17.830036163330078
2016-03-23,24.08218765258789,47.68508529663086,55.01182556152344,17.40359115600586
2016-03-24,23.977800369262695,47.89714431762695,55.16288757324219,17.530370712280273
2016-03-28,23.86888885498047,47.3051643371582,55.32054901123047,17.530370712280273
2016-03-29,24.433902740478516,48.33890914916992,55.5241813659668,17.49003791809082
2016-03-30,24.860496520996094,48.639312744140625,55.517601013183594,17.82427978515625
2016-03-31,24.73115348815918,48.798362731933594,54.90669250488281,17.39206886291504
2016-04-01,24.95806312561035,49.0987663269043,54.492889404296875,17.040542602539062
2016-04-04,25.214473724365234,48.975074768066406,54.624267578125,17.046300888061523
2016-04-05,24.917224884033203,48.20637512207031,54.00026321411133,16.671722412109375
2016-04-06,25.17816925048828,48.70116424560547,54.72280502319336,16.884939193725586
2016-04-07,24.62904167175293,48.11801528930664,54.1053581237793,16.786977767944336
2016-04-08,24.65627098083496,48.08266830444336,54.65711212158203,17.374778747558594
2016-04-11,24.73796272277832,47.9854850769043,54.7293701171875,17.466981887817383
2016-04-12,25.0601749420166,48.28590393066406,55.40592575073242,17.97987174987793
2016-04-13,25.423233032226562,48.90438461303711,55.721229553222656,18.083602905273438
2016-04-14,25.43685531616211,48.91321563720703,56.11532974243164,17.81851577758789
2016-04-15,24.92629623413086,49.16944885253906,55.81320571899414,17.662921905517578
2016-04-18,24.388519287109375,49.885108947753906,56.345218658447266,17.89919090270996
2016-04-19,24.259174346923828,49.82327651977539,56.627685546875,18.302589416503906
2016-04-20,24.309097290039062,49.11642074584961,57.01523208618164,18.360214233398438
2016-04-21,24.04587745666504,49.28430938720703,57.008663177490234,18.291061401367188
2016-04-22,23.980072021484375,45.750125885009766,57.49474334716797,18.527332305908203
2016-04-25,23.84392547607422,46.04167556762695,57.36336135864258,18.31987190246582
2016-04-26,23.678281784057617,45.44970703125,57.560428619384766,19.299549102783203
2016-04-27,22.196542739868164,45.007938385009766,58.10561752319336,19.501249313354492
2016-04-28,21.51807975769043,44.089046478271484,57.82316207885742,19.299549102783203
2016-04-29,21.270750045776367,44.06254577636719,58.066200256347656,19.351415634155273
2016-05-02,21.2480525970459,44.716365814208984,58.545711517333984,19.37445831298828
2016-05-03,21.59749984741211,43.9830207824707,57.8757209777832,18.763614654541016
2016-05-04,21.372859954833984,44.06254577636719,57.764041900634766,18.446578979492188
2016-05-05,21.286108016967773,44.12437438964844,57.82973861694336,18.54051399230957
2016-05-06,21.16738510131836,44.52197265625,58.13846206665039,18.54051399230957
2016-05-09,21.18337059020996,44.2392578125,58.17786407470703,18.246965408325195
2016-05-10,21.32719612121582,45.078617095947266,59.110599517822266,18.599218368530273
2016-05-11,21.119449615478516,45.105125427246094,58.8257942199707,18.593351364135742
2016-05-12,20.624048233032227,45.51156234741211,59.39543914794922,18.704896926879883
2016-05-13,20.665142059326172,45.13162612915039,58.7264289855957,18.475933074951172
2016-05-16,21.432207107543945,45.79429626464844,59.32919692993164,18.82232093811035
2016-05-17,21.343177795410156,44.940147399902344,59.302703857421875,18.916259765625
2016-05-18,21.587453842163086,45.20707321166992,59.18347930908203,18.86341667175293
2016-05-19,21.505258560180664,44.7711067199707,59.686866760253906,18.775346755981445
2016-05-20,21.738121032714844,45.03801345825195,59.44179916381836,18.74599838256836
2016-05-23,22.014362335205078,44.5130729675293,59.34907150268555,18.470060348510742
2016-05-24,22.349945068359375,45.901058197021484,59.39543914794922,18.693161010742188
2016-05-25,22.742616653442383,46.372615814208984,59.78623962402344,19.291996002197266
2016-05-26,22.9229679107666,46.167972564697266,59.48154067993164,19.139354705810547
2016-05-27,22.909263610839844,46.550559997558594,59.62062454223633,18.998451232910156
2016-05-31,22.79740333557129,47.155574798583984,58.96487808227539,18.434831619262695
2016-06-01,22.477794647216797,47.02211380004883,59.110618591308594,18.399608612060547
2016-06-02,22.308856964111328,46.69291305541992,58.64030456542969,18.50528907775879
2016-06-03,22.354515075683594,46.079002380371094,58.53432083129883,18.716642379760742
